user_id,signup_date,plan_tier
user_1904,2025-08-20,basic
user_1905,2025-11-13,basic
user_1906,2026-02-17,basic
user_1907,2025-12-15,basic
user_1908,2025-11-29,basic
user_1909,2026-01-01,basic
user_1910,2026-03-20,basic
user_1911,2025-11-23,basic
user_1912,2026-03-23,basic
user_1913,2025-11-06,basic
user_1914,2025-11-23,basic
user_1915,2026-01-23,basic
user_1916,2025-09-10,pro
user_1917,2026-01-04,basic
user_1918,2025-10-30,basic
user_1919,2026-02-26,basic
user_1920,2025-09-16,pro
user_1921,2026-04-15,pro
user_1922,2025-08-27,basic
user_1923,2026-05-31,basic
user_1924,2026-03-21,basic
user_1925,2026-03-26,basic
user_1926,2025-10-25,basic
user_1927,2026-05-06,pro
user_1928,2025-12-19,enterprise
user_1929,2025-10-20,basic
user_1930,2026-01-16,basic
user_1931,2026-02-16,basic
user_1932,2026-03-17,basic
user_1933,2025-12-18,basic
user_1934,2026-03-23,enterprise
user_1935,2025-11-13,enterprise
user_1936,2026-02-25,basic
user_1937,2026-02-10,pro
user_1938,2025-09-10,pro
user_1939,2026-04-22,basic
user_1940,2026-02-02,pro
user_1941,2026-04-21,basic
user_1942,2025-12-14,basic
user_1943,2026-04-20,basic
user_1944,2025-11-01,basic
user_1945,2025-08-22,pro
user_1946,2025-12-01,basic
user_1947,2026-03-02,basic
user_1948,2026-05-09,basic
user_1949,2026-03-16,basic
user_1950,2026-01-30,pro
user_1951,2025-11-28,enterprise
user_1952,2026-03-26,basic
user_1953,2026-02-14,basic
user_1954,2025-08-11,pro
user_1955,2026-05-22,enterprise
user_1956,2025-11-13,basic
user_1957,2026-04-04,pro
user_1958,2026-05-05,pro
user_1959,2025-11-11,basic
user_1960,2025-10-03,pro
user_1961,2025-12-03,pro
user_1962,2026-02-05,basic
user_1963,2025-10-01,basic
user_1964,2026-02-05,basic
user_1965,2025-12-24,pro
user_1966,2025-08-10,pro
user_1967,2025-11-15,basic
user_1968,2026-05-24,basic
user_1969,2026-04-03,basic
user_1970,2025-10-20,enterprise
user_1971,2026-05-04,basic
user_1972,2026-03-29,basic
user_1973,2025-12-26,basic
user_1974,2026-05-09,basic
user_1975,2026-03-18,pro
user_1976,2025-10-04,basic
user_1977,2025-11-19,basic
user_1978,2026-02-17,basic
user_1979,2026-02-25,pro
user_1980,2026-03-24,basic
user_1981,2026-01-05,enterprise
user_1982,2025-10-11,basic
user_1983,2026-01-12,basic
user_1984,2025-08-15,pro
user_1985,2025-09-06,pro
user_1986,2025-12-06,basic
user_1987,2026-04-10,pro
user_1988,2026-03-15,enterprise
user_1989,2026-01-20,enterprise
user_1990,2025-10-06,pro
user_1991,2025-11-22,basic
user_1992,2026-02-13,enterprise
user_1993,2026-02-11,basic
user_1994,2026-04-04,basic
user_1995,2026-05-20,basic
user_1996,2026-03-07,enterprise
user_1997,2025-11-14,enterprise
user_1998,2026-03-05,basic
user_1999,2025-12-24,basic
